Sort_Key,Translate,Resort,Century,Quatrain,Merged_Line,Line,Couplet,French,English,
9004804,It will be tried by frightful wind.,3,9,48,2,4,B,Sera tentée de vent espouuental.,It will be tried by frightful wind.,
10004801,"Banners of the deepest part of Spain,",4,10,48,1,1,A,"Du plus profond de l'Espagne enseigne,","Banners of the deepest part of Spain,",
10004802,Coming out from the tip and ends of Europe:,4,10,48,1,2,B,"Sortant du bout & des fins de l'Europe,",Coming out from the tip and ends of Europe:,
10004803,"Troubles passing near the bridge of Laigne,",4,10,48,2,3,A,"Toubles passant aupres du pont de Laigne,","Troubles passing near the bridge of Laigne,",
10004804,Its great army will be routed by a band.,4,10,48,2,4,B,Sera deffaicte par bande sa grand troppe.,Its great army will be routed by a band.,
11004801,"From old Charon we will behold the phoenix,",5,11,48,1,1,A,"De vieux Charon on verra le phœnix,","From old Charon we will behold the phoenix,",
11004802,"To be the first and the last among our sons,",5,11,48,1,2,A,"Eƒtre premier & dernier de ƒes fils,","To be the first and the last among our sons,",
11004803,"To shine in France and to be dear to all,",5,11,48,2,3,B,"Reluire en France, & d'vn chacun aimable,","To shine in France and to be dear to all,",
11004804,"To reign for a long time with all the honors that our predecessors possessed,",5,11,48,3,4,C,"Regner long-temps, auec tous les honneurs","To reign for a long time with all the honors that our predecessors possessed,",
11004805,For whose glory we shall ever render a memorable tribute.,5,11,48,3,5,C,"Qu' aurontiamais eu ƒes predeceƒƒeurs,",For whose glory we shall ever render a memorable tribute.,
11004806,Whose glory will be memorable.,5,11,48,2,6,B,Dont il rendra ƒa gloire memorable.,Whose glory will be memorable.,
12004801,#VALUE!,6,12,48,1,1,A,,,
12004802,#VALUE!,6,12,48,1,2,B,,,
12004803,#VALUE!,6,12,48,2,3,A,,,
12004804,#VALUE!,6,12,48,2,4,B,,,
1004801,When twenty years of the Moon's reign have passed,7,1,48,1,1,A,"Vingt ans du regne de la Lune passez,",When twenty years of the Moon's reign have passed,
1004802,another will take up his reign for seven thousand years.,7,1,48,1,2,B,Sept mil ans autre tiendra sa Monarchie :,another will take up his reign for seven thousand years.,
1004803,When the exhausted Sun takes up his cycle,7,1,48,2,3,A,"Quand le Soleil prendra ses iours lassez,",When the exhausted Sun takes up his cycle,
1004804,then my prophecy and threats will be accomplished.,7,1,48,2,4,B,Lors accomplit & mine ma prophetie.,then my prophecy and threats will be accomplished.,
2004801,The great force which will pass the mountains.,8,2,48,1,1,A,"La grand coppie qui passera les monts,",The great force which will pass the mountains.,
2004802,Saturn in Sagittarius Mars turning from the fish:,8,2,48,1,2,B,"Saturne en l'Arc tournant du poisson Mars,",Saturn in Sagittarius Mars turning from the fish:,
2004803,"Poison hidden under the heads of salmon,",8,2,48,2,3,A,"Venins chachez soubs testes de Saulmons,","Poison hidden under the heads of salmon,",
2004804,Their war-chief hung with cord.,8,2,48,2,4,B,Leurs chefs pendus à fil de polemars.,Their war-chief hung with cord.,
3004801,Seven hundred captives bound roughly.,9,3,48,1,1,A,"Sept cens captifs attachez rudement,",Seven hundred captives bound roughly.,
3004802,Lots drawn for the half to be murdered:,9,3,48,1,2,B,"Pour la moitié meurdrir, donne le fort :",Lots drawn for the half to be murdered:,
3004803,The hope at hand will come very promptly,9,3,48,2,3,A,"Le proche espoir viendra si promptement,",The hope at hand will come very promptly,
3004804,But not as soon as the fifteenth death.,9,3,48,2,4,B,Mais non si tost qu'vne quinziesme mort.,But not as soon as the fifteenth death.,
4004801,"The fertile, spacious Ausonian plain",10,4,48,1,1,A,"Plannure, Ausonne fertille, spacieuse,","The fertile, spacious Ausonian plain",
4004802,"Will produce so many gadflies and locusts,",10,4,48,1,2,B,"Produira tahons si tant de sauterelles,","Will produce so many gadflies and locusts,",
4004803,"The solar brightness will become clouded,",10,4,48,2,3,A,"Clarté solaire viendra nubileuse,","The solar brightness will become clouded,",
4004804,"All devoured, great plague to come from them.",10,4,48,2,4,B,"Reger le tout, grand peste venir d'elles.","All devoured, great plague to come from them.",
5004801,"After the great affliction of the scepter,",11,5,48,1,1,A,"Apres la grande affliction du sceptre,","After the great affliction of the scepter,",
5004802,Two enemies will be defeated by them:,11,5,48,1,2,B,"Deux ennemis par eux seront daffaits,",Two enemies will be defeated by them:,
5004803,"A fleet from Africa will appear before the Hungarians,",11,5,48,2,3,A,"Classe d'Affrique aux Pannonois viedra naistre,","A fleet from Africa will appear before the Hungarians,",
5004804,By land and sea horrible deeds will take place.,11,5,48,2,4,B,Par mer & terre seront horribles faits.,By land and sea horrible deeds will take place.,
6004801,"The too false and seductive sanctity,",12,6,48,1,1,A,"La saincteté trop saincte & seductiue,","The too false and seductive sanctity,",
6004802,Accompanied by an eloquent tongue:,12,6,48,1,2,B,Accompagnée d'vne langue diserte :,Accompanied by an eloquent tongue:,
6004803,"The old city, and Parma too premature,",12,6,48,2,3,A,"La cité vieile & Palme trop hastiue,","The old city, and Parma too premature,",
6004804,Florence and Siena they will render more desert.,12,6,48,2,4,B,Florence & Sienne rendront plus desertes.,Florence and Siena they will render more desert.,
7004901,#VALUE!,1,7,49,1,1,A,,,
7004902,#VALUE!,1,7,49,1,2,B,,,
7004903,#VALUE!,1,7,49,2,3,A,,,
7004904,#VALUE!,1,7,49,2,4,B,,,
8004901,"Saturn in Taurus, Jupiter in Aquarius. Mars in Sagittarius,",2,8,49,1,1,A,"Satur au beuf ioue en l'cau, Mars en fleiche,","Saturn in Taurus, Jupiter in Aquarius. Mars in Sagittarius,",
8004902,the sixth of February brings death.,2,8,49,1,2,B,"Six de Feurier mortalité donra,",the sixth of February brings death.,
8004903,"Those of Tardaigne so great a breach at Bruges,",2,8,49,2,3,A,"Ceux de Tardaigne à Bruge si grand breche,","Those of Tardaigne so great a breach at Bruges,",
8004904,that the barbarian chief will die at Ponteroso.,2,8,49,2,4,B,Qu'à Pontereso chef Barbarin mourra.,that the barbarian chief will die at Ponteroso.,
9004901,"Ghent and Brussels will march against Antwerp,",3,9,49,1,1,A,Grand & Bruceles marcheront contre Anuers,"Ghent and Brussels will march against Antwerp,",
9004902,The Senate of London will put to death their King:,3,9,49,1,2,B,Senat de Londres mettront à mort leur Roy,The Senate of London will put to death their King:,
9004903,"Salt and wine will overthrow him,",3,9,49,2,3,A,"Le sel & vin luy seront à l'enuers,","Salt and wine will overthrow him,",
9004904,To have them the realm turned upside down.,3,9,49,2,4,B,Pour eux auoir le regne en desarroy.,To have them the realm turned upside down.,
10004901,"Garden of the world near the new city,",4,10,49,1,1,A,"Iardin du monde aupres de cité neufue,","Garden of the world near the new city,",
10004902,In the path of the hollow mountains:,4,10,49,1,2,B,"Dans le chemin des montagnes cauées,",In the path of the hollow mountains:,
10004903,"It will be seized and plunged into the Tub,",4,10,49,2,3,A,"Sera saisi & plongé dans la cuue,","It will be seized and plunged into the Tub,",
10004904,Forced to drink waters poisoned by sulfur.,4,10,49,2,4,B,Beuuant par force eaux soulphre enuenimées.,Forced to drink waters poisoned by sulfur.,
11004901,"Venus and the Sun, Jupiter and Mercury.",5,11,49,1,1,A,"Venus & Sol, Iupiter & Mercure","Venus and the Sun, Jupiter and Mercury.",
11004902,Will augment nature’s spirit.,5,11,49,1,2,A,"Augmenteront le genre de nature,",Will augment nature’s spirit.,
11004903,A great alliance will be forged in France.,5,11,49,2,3,B,"Grande alliance en France ƒe fera,",A great alliance will be forged in France.,
11004904,"And from midday, the same flame.",5,11,49,3,4,C,"Et du Midy la ƒangƒnë de meƒme,","And from midday, the same flame.",
11004905,The fire is extinguished by this extreme remedy.,5,11,49,3,5,C,Le feu eƒteint par ce remede extreme,The fire is extinguished by this extreme remedy.,
11004906,"On solid ground, an olive tree will take root.",5,11,49,2,6,B,En terre ferme Oliuier plantera.,"On solid ground, an olive tree will take root.",
12004901,#VALUE!,6,12,49,1,1,A,,,
12004902,#VALUE!,6,12,49,1,2,B,,,
12004903,#VALUE!,6,12,49,2,3,A,,,
12004904,#VALUE!,6,12,49,2,4,B,,,
1004901,Long before these happenings,7,1,49,1,1,A,"Beaucoup, beaucoup auant telles menees,",Long before these happenings,
1004902,"the people of the East, influenced by the Moon,",7,1,49,1,2,B,"Ceux d'Orient, par la vertu Lunaire,","the people of the East, influenced by the Moon,",
1004903,"in the year 1700 will cause many to be carried away,",7,1,49,2,3,A,"L'an mil sept cens seront grands emmenees,","in the year 1700 will cause many to be carried away,",
1004904,and will almost subdue the Northern area.,7,1,49,2,4,B,Subiugant presque le coing Aquilonaire.,and will almost subdue the Northern area.,
2004901,"The advisers of the first monopoly,",8,2,49,1,1,A,"Les conseillers du premier monopole,","The advisers of the first monopoly,",
2004902,The conquerors seduced for Malta:,8,2,49,1,2,B,"Les conquerans seduits par le Melite,",The conquerors seduced for Malta:,
2004903,"Rhodes, Byzantium for them exposing their pole:",8,2,49,2,3,A,"Rhodes, Bisance pour leur exposant pole,","Rhodes, Byzantium for them exposing their pole:",
2004904,Land will fail the pursuers in flight.,8,2,49,2,4,B,Terre faudra les poursuiuants de fuitte.,Land will fail the pursuers in flight.,
3004901,"Gallic realm, you will be much changed:",9,3,49,1,1,A,"Regne Gaulois tu seras bien changé,","Gallic realm, you will be much changed:",
3004902,To a foreign place is the empire transferred:,9,3,49,1,2,B,"En lieu estenge l'Empire translaté,",To a foreign place is the empire transferred:,
3004903,You will be set up amidst other customs and laws:,9,3,49,2,3,A,"En autres loix & mœurs seras rangé,",You will be set up amidst other customs and laws:,
3004904,Rouen and Chartres will do much of the worst to you.,9,3,49,2,4,B,Roüen & Chartres te fera bien du pire.,Rouen and Chartres will do much of the worst to you.,
4004901,"Before the people blood will be shed,",10,4,49,1,1,A,"Deuant le peuple sang sera respandu,","Before the people blood will be shed,",
4004902,Only from the high heavens will it come far:,10,4,49,1,2,B,Que du haut ciel ne viendra eslongner :,Only from the high heavens will it come far:,
4004903,"But for a long time of one nothing will be heard,",10,4,49,2,3,A,"Mais d'vn long-temps ne sera entendu,","But for a long time of one nothing will be heard,",
4004904,The spirit of a lone one will come to bear witness against it.,10,4,49,2,4,B,L'esprit d'vn seul le viendra tesmoigner.,The spirit of a lone one will come to bear witness against it.,
5004901,Not from Spain but from ancient France,11,5,49,1,1,A,"Nul de l'Espagne mais de l'antique France,",Not from Spain but from ancient France,
5004902,"Will one be elected for the trembling bark,",11,5,49,1,2,B,Ne sera esleu pour le tremblant nacelle :,"Will one be elected for the trembling bark,",
5004903,"To the enemy will a promise be made,",11,5,49,2,3,A,"A l'ennemy sera faicte fiance,","To the enemy will a promise be made,",
5004904,He who will cause a cruel plague in his realm.,11,5,49,2,4,B,Qui dans son regne sera peste cruelle.,He who will cause a cruel plague in his realm.,
6004901,The great Pontiff of the party of Mars,12,6,49,1,1,A,"De la partie de Mammer grand pontife,",The great Pontiff of the party of Mars,
6004902,Will subjugate the confines of the Danube:,12,6,49,1,2,B,Subiuguera les confins du Dannube :,Will subjugate the confines of the Danube:,
6004903,"The cross to pursue, through sword hook or crook,",12,6,49,2,3,A,"Chasser les croix par fer raffe ne riffe,","The cross to pursue, through sword hook or crook,",
6004904,"Captives, gold, jewels more than one hundred thousand rubies.",12,6,49,2,4,B,"Captif, or, bagues, plus de cent mille rubes.","Captives, gold, jewels more than one hundred thousand rubies.",
7005001,#VALUE!,1,7,50,1,1,A,,,
7005002,#VALUE!,1,7,50,1,2,B,,,
7005003,#VALUE!,1,7,50,2,3,A,,,
7005004,#VALUE!,1,7,50,2,4,B,,,
8005001,"The plague around Capellades,",2,8,50,1,1,A,"La pestilence l'entour de Capadille,","The plague around Capellades,",
8005002,another famine is near to Sagunto;,2,8,50,1,2,B,Vne autre faim pres de Sagone s'appreste :,another famine is near to Sagunto;,
8005003,the knightly bastard of the good old man,2,8,50,2,3,A,"Le cheualier bastard de bon senille,",the knightly bastard of the good old man,
8005004,will cause the great one of Tunis to lose his head.,2,8,50,2,4,B,Au grand de Thunes fera trancher la teste.,will cause the great one of Tunis to lose his head.,
9005001,"Mendosus will soon come to his high realm,",3,9,50,1,1,A,"Mendosvs tost viendra à son haut regne,","Mendosus will soon come to his high realm,",
9005002,Putting behind a little the Lorrainers:,3,9,50,1,2,B,Mettant arriere vn peu le Norlaris.,Putting behind a little the Lorrainers:,
9005003,"The pale red one, the male in the interregnum,",3,9,50,2,3,A,"Le Rouge blesme, le masle à l'interregne.","The pale red one, the male in the interregnum,",
9005004,The fearful youth and Barbaric terror.,3,9,50,2,4,B,Le ieune crainte & frayeur Barbaris.,The fearful youth and Barbaric terror.,
10005001,"The Meuse by day in the land of Luxembourg,",4,10,50,1,1,A,"La Meuse au iour terre de Luxembourg,","The Meuse by day in the land of Luxembourg,",
10005002,It will find Saturn and three in the urn:,4,10,50,1,2,B,Descouurira Saturne & trois en lurne.,It will find Saturn and three in the urn:,
10005003,"Mountain and plain, town, city and borough,",4,10,50,2,3,A,"Montagne & plaine, ville, cité & bourg,","Mountain and plain, town, city and borough,",
10005004,"Flood in Lorraine, betrayed by the great urn.",4,10,50,2,4,B,"Lorrain deluge, trahison par grand hurne.","Flood in Lorraine, betrayed by the great urn.",
11005001,Just before or after England.,5,11,50,1,1,A,Vn peu deuant ou apres l'Angleterre,Just before or after England.,
11005002,"Through the death of Wolf, barely below that earth.",5,11,50,1,2,A,"Par mort de Loup miƒe auƒƒi bas que terre,","Through the death of Wolf, barely below that earth.",
11005003,It will see the fire reaffirm itself against water.,5,11,50,2,3,B,"Verra le feu reƒiƒter contre l'eau,",It will see the fire reaffirm itself against water.,
11005004,Igniting it with such force.,5,11,50,3,4,C,Le r'allumant auecque telle force,Igniting it with such force.,
11005005,"From human thought, dissolving the human husk.",5,11,50,3,5,C,"Du ƒang humain, deƒƒus l'humaine eƒcorce","From human thought, dissolving the human husk.",
11005006,"Made of bread, a leap of the tower.",5,11,50,2,6,B,"Faite de pain, bondance de couƒteau.","Made of bread, a leap of the tower.",
12005001,#VALUE!,6,12,50,1,1,A,,,
12005002,#VALUE!,6,12,50,1,2,B,,,
12005003,#VALUE!,6,12,50,2,3,A,,,
12005004,#VALUE!,6,12,50,2,4,B,,,
1005001,From the three water signs will be born a man,7,1,50,1,1,A,"De l'aquatique triplicité naistra,",From the three water signs will be born a man,
1005002,who will celebrate Thursday as his holiday.,7,1,50,1,2,B,D'vn qui fera le Ieudy pour sa feste.,who will celebrate Thursday as his holiday.,
1005003,"His renown, praise, rule and power will grow",7,1,50,2,3,A,"Son bruit, los, regne, sa puissance croistra,","His renown, praise, rule and power will grow",
1005004,"on land and sea, bringing trouble to the East.",7,1,50,2,4,B,"Par terre & mer,aux Oriens tempeste.","on land and sea, bringing trouble to the East.",
2005001,"When those of Hainault, of Ghent and of Brussels",8,2,50,1,1,A,"Quand ceux d'Hinault, Do, Gand & de Bruxelles","When those of Hainault, of Ghent and of Brussels",
2005002,Will see the siege laid before Langres:,8,2,50,1,2,B,"Verront à Langres le siege deuant mis,",Will see the siege laid before Langres:,
2005003,"Behind their flanks there will be cruel wars,",8,2,50,2,3,A,"Derriere leurs flancs seront guerres cruelles,","Behind their flanks there will be cruel wars,",
2005004,The ancient wound will do worse than enemies.,8,2,50,2,4,B,"La pluye antique, fera pis qu'ennemys.",The ancient wound will do worse than enemies.,
3005001,The republic of the great city,9,3,50,1,1,A,La republique de la grande Cité,The republic of the great city,
3005002,Will not want to consent to the great severity:,9,3,50,1,2,B,A grand rigueur ne voudra consentir :,Will not want to consent to the great severity:,
3005003,"King summoned by trumpet to go out,",9,3,50,2,3,A,"Roy sortir hors par trompette cité,","King summoned by trumpet to go out,",
3005004,"The ladder at the wall, the city will repent.",9,3,50,2,4,B,L'eschelle au mur la cité repentir.,"The ladder at the wall, the city will repent.",
4005001,"Libra will see the Hesperias govern,",10,4,50,1,1,A,"Libra verra regner les Hesperies,","Libra will see the Hesperias govern,",
4005002,Holding the monarchy of heaven and earth:,10,4,50,1,2,B,"De ciel & terre tenir la Monarchie,",Holding the monarchy of heaven and earth:,
4005003,"No one will see the forces of Asia perished,",10,4,50,2,3,A,D'Asie forces nul ne verra peries.,"No one will see the forces of Asia perished,",
4005004,Only seven hold the hierarchy in order.,10,4,50,2,4,B,Que sept ne tiennent par rang la Hierarchie.,Only seven hold the hierarchy in order.,
5005001,"The year that the brothers of the lily come of age,",11,5,50,1,1,A,"L'an que les freres du lys seront en aage,","The year that the brothers of the lily come of age,",
5005002,One of them will hold the great Romania:,11,5,50,1,2,B,"Lvn d'eux tiendra la grande Romanie,",One of them will hold the great Romania:,
5005003,"The mountains to tremble, Latin passage opened,",11,5,50,2,3,A,"Trembler les monts, ouuert Latin passage,","The mountains to tremble, Latin passage opened,",
5005004,Agreement to march against the fort of Armenia.,11,5,50,2,4,B,Pache marcher contre fort d'Armenie.,Agreement to march against the fort of Armenia.,
6005001,"Within the pit will be found the bones,",12,6,50,1,1,A,"Dedans le puits seront trouuez les os,","Within the pit will be found the bones,",
6005002,Incest will be committed by the stepmother:,12,6,50,1,2,B,Sera l'incest commis par la marastre;,Incest will be committed by the stepmother:,
6005003,"The state changed, they will demand fame and praise,",12,6,50,2,3,A,"L'estat changé on querra bruit & los,","The state changed, they will demand fame and praise,",
6005004,And they will have Mars attending as their star.,12,6,50,2,4,B,Et aura Mars ascendant pour son astre.,And they will have Mars attending as their star.,
7005101,#VALUE!,1,7,51,1,1,A,,,
7005102,#VALUE!,1,7,51,1,2,B,,,
7005103,#VALUE!,1,7,51,2,3,A,,,
7005104,#VALUE!,1,7,51,2,4,B,,,
8005101,The Byzantine makes an oblation,2,8,51,1,1,A,"Le Bizantin faisant oblation,",The Byzantine makes an oblation,
8005102,after having taken back Cordoba.,2,8,51,1,2,B,Apres auoir Cordube à soy reprinse :,after having taken back Cordoba.,
8005103,"A long rest on his road, the vines cut down,",2,8,51,2,3,A,"Son chemin long repos pamplation,","A long rest on his road, the vines cut down,",
8005104,at sea the passing prey captured by the Pillar.,2,8,51,2,4,B,Mer passant proy par la Colongna prinse.,at sea the passing prey captured by the Pillar.,
9005101,"Against the red ones sects will conspire,",3,9,51,1,1,A,"Contre les rouges sectes se banderont,","Against the red ones sects will conspire,",
9005102,"Fire, water, steel, rope through peace will weaken:",3,9,51,1,2,B,"Feu, eau, fer, corde par paix se minera,","Fire, water, steel, rope through peace will weaken:",
9005103,"On the point of dying those who will plot,",3,9,51,2,3,A,"Au point mourir ceux qui machineront,","On the point of dying those who will plot,",
9005104,Except one who above all the world will ruin.,3,9,51,2,4,B,Fors vn que monde sur tout ruynera.,Except one who above all the world will ruin.,
10005101,Some of the lowest places of the land of Lorraine,4,10,51,1,1,A,"Des lieux plus bas du pays de Lorraine,",Some of the lowest places of the land of Lorraine,
10005102,Will be united with the Low Germans:,4,10,51,1,2,B,"Seront des basses Allemagnes vnis,",Will be united with the Low Germans:,
10005103,"Through those of the see Picards, Normans, those of Main,",4,10,51,2,3,A,"Par ceux du siege Picards, Normans, du Maisne","Through those of the see Picards, Normans, those of Main,",
10005104,And they will be joined to the cantons.,4,10,51,2,4,B,Ey aux cantons se seront reünis.,And they will be joined to the cantons.,
11005101,The city that had in five years.,5,11,51,1,1,A,La Ville qu'auoit en ƒes ans,The city that had in five years.,
11005102,"Fought the instant of time,",5,11,51,1,2,A,"Combatu l'iniure du temps,","Fought the instant of time,",
11005103,"Who from conquering keeps life,",5,11,51,2,3,B,"Qui de ƒon vainquer tient la vie,","Who from conquering keeps life,",
11005104,"He who first captured it,",5,11,51,3,4,C,"Celuy qui premier l'a ƒurpriƒt,","He who first captured it,",
11005105,"Soon after, François reclaimed it,",5,11,51,3,5,C,"Que peu apres François repriƒt,","Soon after, François reclaimed it,",
11005106,Through battles that still remain forgotten.,5,11,51,2,6,B,Par combats encor aƒƒoiblie.,Through battles that still remain forgotten.,
12005101,#VALUE!,6,12,51,1,1,A,,,
12005102,#VALUE!,6,12,51,1,2,B,,,
12005103,#VALUE!,6,12,51,2,3,A,,,
12005104,#VALUE!,6,12,51,2,4,B,,,
1005101,"The head of Aries, Jupiter and Saturn.",7,1,51,1,1,A,"Chef d'Aries, Iupiter & Saturne,","The head of Aries, Jupiter and Saturn.",
1005102,"Eternal God, what changes !",7,1,51,1,2,B,Dieu eternel quelles mutations !,"Eternal God, what changes !",
1005103,Then the bad times will return again after a long century;,7,1,51,2,3,A,Puis apres long siecle son malin temps,Then the bad times will return again after a long century;,
1005104,what turmoil in France and Italy.,7,1,51,2,4,B,"tetourne, Gaule & Italie, quelles emotions.",what turmoil in France and Italy.,
2005101,"The blood of the just will commit a fault at London,",8,2,51,1,1,A,"Le sang du iuste à Londres fera faute,","The blood of the just will commit a fault at London,",
2005102,Burnt through lightning of twenty threes the six:,8,2,51,1,2,B,"Bruslez par foudres de vingt trois les six,",Burnt through lightning of twenty threes the six:,
2005103,"The ancient lady will fall from her high place,",8,2,51,2,3,A,"La dame antique cherra de place haute,","The ancient lady will fall from her high place,",
2005104,Several of the same sect will be killed.,8,2,51,2,4,B,De mesme secte plusieurs seront occis.,Several of the same sect will be killed.,
3005101,Paris conspires to commit a great murder,9,3,51,1,1,A,"Paris coniure vn grand murtre commettre,",Paris conspires to commit a great murder,
3005102,Blois will cause it to be fully carried out:,9,3,51,1,2,B,Blois le fera venir à plein effe¢t.,Blois will cause it to be fully carried out:,
3005103,"Those of Orléans will want to replace their chief,",9,3,51,2,3,A,Ceux d'Orleans voudront leur Chef remettre.,"Those of Orléans will want to replace their chief,",
3005104,"Angers, Troyes, Langres will commit a misdeed against them.",9,3,51,2,4,B,"Tours, Langre, Angiers leur feront grand forfait.","Angers, Troyes, Langres will commit a misdeed against them.",
4005101,A Duke eager to follow his enemy,10,4,51,1,1,A,"Ve Duc cupide son ennemy ensuyure,",A Duke eager to follow his enemy,
4005102,Will enter within impeding the phalanx:,10,4,51,1,2,B,"Dans entrera empeschant la phalange,",Will enter within impeding the phalanx:,
4005103,Hurried on foot they will come to pursue so closely,10,4,51,2,3,A,"Hastez à pied si pres viendront poursuyure,",Hurried on foot they will come to pursue so closely,
4005104,That the day will see a conflict near Ganges.,10,4,51,2,4,B,Que la iournee conflite pres de Gange.,That the day will see a conflict near Ganges.,
5005101,"The people of Dacia, England, Poland",11,5,51,1,1,A,"La gent de Dace, d'Angleterre & Polonne,","The people of Dacia, England, Poland",
5005102,And of Bohemia will make a new league:,11,5,51,1,2,B,Et de Bohesme feront nouuelle ligue :,And of Bohemia will make a new league:,
5005103,"To pass beyond the pillars of Hercules,",11,5,51,2,3,A,"Pour passer ourre d'Hercules la colonne,","To pass beyond the pillars of Hercules,",
5005104,The Barcelonians and Tuscans will prepare a cruel plot.,11,5,51,2,4,B,"Barcyns, Tyrrens dresser cruelle brigue.",The Barcelonians and Tuscans will prepare a cruel plot.,
6005101,"People assembled to see a new spectacle,",12,6,51,1,1,A,Peuple assemblé voir nouueau expectacle,"People assembled to see a new spectacle,",
6005102,"Princes and Kings amongst many bystanders,",12,6,51,1,2,B,"Princes & Roys par plusieurs assistans,","Princes and Kings amongst many bystanders,",
6005103,Pillars walls to fall: but as by a miracle,12,6,51,2,3,A,"Pilliers faillir, murs, mais comme miracle,",Pillars walls to fall: but as by a miracle,
6005104,The King saved and thirty of the ones present.,12,6,51,2,4,B,Le Roy sauué & trente des instans.,The King saved and thirty of the ones present.,
7005201,#VALUE!,1,7,52,1,1,A,,,
7005202,#VALUE!,1,7,52,1,2,B,,,
7005203,#VALUE!,1,7,52,2,3,A,,,
7005204,#VALUE!,1,7,52,2,4,B,,,
8005201,"The king of Blois to reign in Avignon,",2,8,52,1,1,A,"Le roy de Bloys Auignom regner,","The king of Blois to reign in Avignon,",
8005202,from Amboise and Seme the length of the Indre:,2,8,52,1,2,B,D'Amboise & seme viendra le long de Lyndre,from Amboise and Seme the length of the Indre:,
8005203,claws at Poitiers holy wings ruined,2,8,52,2,3,A,Ongle à Poytiers sainctes aisles ruyner,claws at Poitiers holy wings ruined,
8005204,before Boni. . . .,2,8,52,2,4,B,Deuant Boni.,before Boni. . . .,
9005201,"Peace is nigh on one side, and war,",3,9,52,1,1,A,La paix s'approche d'vn costé & la querre,"Peace is nigh on one side, and war,",
9005202,Never was the pursuit of it so great:,3,9,52,1,2,B,"Oncques ne fut la poursuite si grande,",Never was the pursuit of it so great:,
9005203,"To bemoan men, women innocent blood on the land,",3,9,52,2,3,A,"Plaindre homme, femme, sang innocent par terre","To bemoan men, women innocent blood on the land,",
9005204,And this will be throughout all France.,3,9,52,2,4,B,Et ce sera de France à toute bande.,And this will be throughout all France.,
10005201,"At the place where the Lys and the Scheldt unite,",4,10,52,1,1,A,"Au lieu où Laye & Scelde se marient,","At the place where the Lys and the Scheldt unite,",
10005202,The nuptials will be arranged for a long time:,4,10,52,1,2,B,"Seront les nopces de long temps maniées,",The nuptials will be arranged for a long time:,
10005203,"At the place in Antwerp where they carry the chaff,",4,10,52,2,3,A,"Au lieu d'Anuers où la crappe charient,","At the place in Antwerp where they carry the chaff,",
10005204,Young old age wife undefiled.,4,10,52,2,4,B,Ieune vieillesse conforte intaminee.,Young old age wife undefiled.,
11005201,"The great city that has no bread at noon,",5,11,52,1,1,A,"La grand Cité qui n'a pain à demy,","The great city that has no bread at noon,",
11005202,"Again a blow, the famine fell upon Balthémy,",5,11,52,1,2,A,Encor vn coup la ƒain¢t Barthelemy,"Again a blow, the famine fell upon Balthémy,",
11005203,"It will drown in the depths of the soul,",5,11,52,2,3,B,"Engrauera au profond de ƒon ame,","It will drown in the depths of the soul,",
11005204,"Nîmes, Rochelle, Geneva & Montpellier,",5,11,52,3,4,C,"Niƒmes, Rochelle, Geneue & Montpellier,","Nîmes, Rochelle, Geneva & Montpellier,",
11005205,"Caïtre, Lyon, Mars entering the Bull,",5,11,52,3,5,C,"Caƒtre, Lyon, Mars entrant au Belier,","Caïtre, Lyon, Mars entering the Bull,",
11005206,They will all fight for one Lady.,5,11,52,2,6,B,S'entrebattront le tout pour vne Dame.,They will all fight for one Lady.,
12005201,"Two bodies, one head, fields divided in two,",6,12,52,1,1,A,"Deux corps, vn chef. châps diuisez en deux,","Two bodies, one head, fields divided in two,",
12005202,And then to reply to four unheard ones:,6,12,52,1,2,B,"Et puis respondre à quatre ouys,",And then to reply to four unheard ones:,
12005203,"Little ones for great ones, clear evel for them,",6,12,52,2,3,A,Petits pour Grands. a pertuis mal pour eux.,"Little ones for great ones, clear evel for them,",
12005204,"Lightning at the tower of Aiguesmortes, worse for ""Eussouis""",6,12,52,2,4,B,"Tour d'Aigues foudre, pire pour Eussouis.","Lightning at the tower of Aiguesmortes, worse for ""Eussouis""",
1005201,Two evil influences in conjunction in Scorpio.,7,1,52,1,1,A,"Les deux malins de Scorpion conioints,",Two evil influences in conjunction in Scorpio.,
1005202,The great lord is murdered in his room.,7,1,52,1,2,B,"Le grand Seigneur meurtry dedans sa salle,",The great lord is murdered in his room.,
1005203,"A newly appointed king persecutes the Church,",7,1,52,2,3,A,"Peste à l'Eglise par le nouueau Roy ioints,","A newly appointed king persecutes the Church,",
1005204,the lower (parts of) Europe and in the North.,7,1,52,2,4,B,L'Europe basse & Septentrioanle.,the lower (parts of) Europe and in the North.,
2005201,For many nights the earth shall quake;,8,2,52,1,1,A,"Dans plusieurs nuicts la terre tremblera,",For many nights the earth shall quake;,
2005202,"In spring, two assaults will come in turn.",8,2,52,1,2,B,"Sur le printemps deux efforts feront suitte,","In spring, two assaults will come in turn.",
2005203,"Corinth and Ephesus will be flooded by two seas,",8,2,52,2,3,A,"Corinthe, Ephese aux deux mers nagera,","Corinth and Ephesus will be flooded by two seas,",
2005204,And war will be set in motion by two valiant rivals.,8,2,52,2,4,B,Guerre s'esmeut par deux vailants de luitte.,And war will be set in motion by two valiant rivals.,
